True Values,Predictions
0.2738834321498871,0.28539711236953735
0.6123545169830322,0.5134239196777344
0.255615234375,0.29510217905044556
0.5884760618209839,0.5457109212875366
0.1165771558880806,0.15355196595191956
0.4831393361091614,0.5337762236595154
0.13482540845870972,0.18053534626960754
0.39607083797454834,0.42548394203186035
0.27667856216430664,0.2766484022140503
0.22470900416374207,0.26292508840560913
0.3314632475376129,0.3105841875076294
0.2893165946006775,0.2674962878227234
0.17134186625480652,0.28840702772140503
0.1825823038816452,0.33154910802841187
0.39185816049575806,0.3118307590484619
0.3679797053337097,0.3230639696121216
0.8342683911323547,0.7870551347732544
0.23455187678337097,0.2727676033973694
0.1460658460855484,0.22426287829875946
0.3328608274459839,0.36882030963897705
0.2991594672203064,0.32766997814178467
0.14466828107833862,0.19095800817012787
0.12779763340950012,0.19180092215538025
0.3792201578617096,0.3247143030166626
0.4269571006298065,0.42220497131347656
0.11937229335308075,0.19697313010692596
0.8735998868942261,0.9516605138778687
0.08145826309919357,0.1550292670726776
0.16291652619838715,0.2278314083814621
0.16712918877601624,0.21167390048503876
0.45365065336227417,0.4418953061103821
0.26122546195983887,0.26173245906829834
0.2935292422771454,0.2786322236061096
0.47613152861595154,0.4719972014427185
0.22752410173416138,0.23514647781848907
0.20785832405090332,0.2973654866218567
0.2668556869029999,0.2658334970474243
0.21348853409290314,0.2354913204908371
0.4311697781085968,0.4410043954849243
0.16854672133922577,0.2008054405450821
0.2921316921710968,0.31310325860977173
0.45926088094711304,0.4113914966583252
0.35112902522087097,0.39948391914367676
0.300557017326355,0.29997605085372925
0.2261265367269516,0.2510681748390198
0.20364564657211304,0.24102209508419037
0.1896100789308548,0.30733585357666016
0.153093621134758,0.28768712282180786
0.5084153413772583,0.546355128288269
0.17134186625480652,0.18890345096588135
0.16431409120559692,0.225846067070961
0.2120709866285324,0.2777937054634094
0.2598279118537903,0.2970706820487976
0.45504820346832275,0.37924909591674805
0.4424102008342743,0.46299564838409424
0.46628865599632263,0.4655417799949646
0.49719488620758057,0.4307451844215393
0.5126479864120483,0.42001134157180786
0.17697206139564514,0.24672700464725494
0.47613152861595154,0.4928656220436096
0.4803442060947418,0.47278261184692383
0.2162836641073227,0.23661141097545624
0.2261265367269516,0.2783784866333008
0.19100764393806458,0.22151555120944977
0.08145826309919357,0.10393394529819489
0.5098328590393066,0.44039881229400635
0.27246591448783875,0.3122158646583557
0.38061773777008057,0.461991548538208
0.2528001368045807,0.36687570810317993
0.37077486515045166,0.45548540353775024
0.27949365973472595,0.2928699254989624
0.15588875114917755,0.18188971281051636
0.4410126507282257,0.4013625979423523
0.3567392826080322,0.4104922413825989
0.1432507485151291,0.2011280655860901
0.4311697781085968,0.4477800130844116
0.5955038070678711,0.5551127195358276
0.19522032141685486,0.23451463878154755
0.19661788642406464,0.29844510555267334
0.5702278017997742,0.4757953882217407
0.18397988379001617,0.20809929072856903
0.46207597851753235,0.4435058832168579
0.5800507068634033,0.6103151440620422
0.5294986963272095,0.4553661346435547
0.7766885161399841,0.849750816822052
0.26965078711509705,0.26183390617370605
0.12500248849391937,0.18929263949394226
0.6685367822647095,0.8223426342010498
0.7696608304977417,0.8100230097770691
0.6432607173919678,0.7040351033210754
0.24016211926937103,0.28849148750305176
0.2991594672203064,0.2905082106590271
0.5182582139968872,0.553656280040741
0.19943298399448395,0.3442072868347168
0.26965078711509705,0.234037384390831
0.27667856216430664,0.36893296241760254
0.30195459723472595,0.29722243547439575
0.23876455426216125,0.24032478034496307
0.31601014733314514,0.3150726556777954
0.2935292422771454,0.3084297776222229
0.2921316921710968,0.2489287406206131
0.4845568835735321,0.5304369926452637
0.3244354724884033,0.3414103388786316
0.30898237228393555,0.3182264566421509
0.6278076171875,0.8158981800079346
0.37358996272087097,0.38987958431243896
0.5702278017997742,0.5179224610328674
0.2710683345794678,0.26230180263519287
0.8146026134490967,0.822507381439209
0.15870384871959686,0.21670876443386078
0.20646075904369354,0.28764718770980835
0.255615234375,0.28954559564590454
0.22470900416374207,0.33311212062835693
0.6994429230690002,0.8289098739624023
0.16854672133922577,0.23869456350803375
0.5589873194694519,0.5297033190727234
0.2738834321498871,0.3020614981651306
0.5224708914756775,0.49756336212158203
0.24718987941741943,0.29418790340423584
0.09549383819103241,0.17595157027244568
0.21348853409290314,0.2722708582878113
0.3904406428337097,0.34763002395629883
0.21348853409290314,0.2334556132555008
0.08145826309919357,0.22799889743328094
0.11515962332487106,0.1304583102464676
0.49437975883483887,0.44606083631515503
0.16854672133922577,0.18911761045455933
0.35112902522087097,0.43534666299819946
0.1460658460855484,0.20724312961101532
0.33425837755203247,0.31759870052337646
0.37780264019966125,0.3665735125541687
0.4016810655593872,0.45412057638168335
0.5014075636863708,0.5389430522918701
0.37358996272087097,0.4167897701263428
0.06179247796535492,0.16308528184890747
0.4522531032562256,0.4675809144973755
0.3693772852420807,0.33478260040283203
0.109549380838871,0.20485712587833405
0.5955038070678711,0.5304290056228638
0.9073012471199036,0.9427589774131775
0.27809610962867737,0.3139899969100952
0.15588875114917755,0.20402909815311432
0.5435342192649841,0.5509903430938721
0.1432507485151291,0.2280636578798294
0.24016211926937103,0.28382331132888794
0.28652146458625793,0.2944144010543823
0.5196558237075806,0.5945694446563721
0.4831393361091614,0.4757269620895386
0.24718987941741943,0.2753826975822449
0.4999900162220001,0.5388340950012207
0.40731126070022583,0.3778855800628662
0.45083552598953247,0.4155576229095459
0.5140455365180969,0.48751235008239746
0.23594944179058075,0.21972720324993134
0.42274442315101624,0.5055075883865356
0.24016211926937103,0.29811936616897583
0.31319504976272583,0.36365246772766113
0.46910375356674194,0.43548840284347534
0.2935292422771454,0.3037632703781128
0.4775290787220001,0.4262995719909668
