True Values,Predictions
0.5252860188484192,0.5299086570739746
0.28230878710746765,0.28796684741973877
0.23736697435379028,0.2178516834974289
0.1938227415084839,0.23361799120903015
0.417134165763855,0.4405788779258728
0.27246591448783875,0.2838887572288513
0.3539241850376129,0.36650413274765015
0.20927585661411285,0.21035338938236237
0.18539740145206451,0.17608296871185303
0.3623495101928711,0.4175788164138794
0.2584303319454193,0.3030549883842468
0.21348853409290314,0.17433905601501465
0.27246591448783875,0.2536788880825043
0.1432507485151291,0.1500655859708786
0.2837063670158386,0.26277145743370056
0.3286481499671936,0.3393559157848358
0.5955038070678711,0.6109359264373779
0.27528101205825806,0.2537386119365692
0.2935292422771454,0.2969422936439514
0.39607083797454834,0.4219784736633301
0.45646578073501587,0.4754890203475952
0.6811747550964355,0.6405912637710571
0.23313434422016144,0.27278393507003784
0.2514025568962097,0.34956154227256775
0.20364564657211304,0.19037847220897675
0.8075748085975647,0.7658789753913879
0.38764551281929016,0.40699702501296997
0.5449517965316772,0.5495102405548096
0.30195459723472595,0.3237271010875702
0.2485874593257904,0.25416260957717896
0.553377091884613,0.5479727387428284
0.5337113738059998,0.5021243095397949
0.4718988835811615,0.4841885566711426
0.13061273097991943,0.13547882437705994
0.3244354724884033,0.33102717995643616
0.8103898763656616,0.7789591550827026
0.1896100789308548,0.2052595615386963
0.46207597851753235,0.4420014023780823
0.6067442297935486,0.5515959858894348
0.4269571006298065,0.40989768505096436
0.4747140109539032,0.4811156690120697
0.5182582139968872,0.5294021964073181
0.5098328590393066,0.45632898807525635
0.219098761677742,0.24155278503894806
0.2991594672203064,0.27245229482650757
0.7542076706886292,0.7779258489608765
0.26404058933258057,0.2528083622455597
0.5365064740180969,0.5138127207756042
0.5505620241165161,0.6642463207244873
0.3581368327140808,0.34780043363571167
0.22191385924816132,0.2145366072654724
0.575838029384613,0.5462099313735962
0.19522032141685486,0.19730551540851593
0.19522032141685486,0.19180579483509064
0.19661788642406464,0.21425257623195648
0.3679797053337097,0.41076916456222534
0.2485874593257904,0.23730072379112244
0.24579231441020966,0.30785489082336426
0.20083054900169373,0.20869959890842438
0.27667856216430664,0.3039189279079437
0.25421765446662903,0.2741529643535614
0.27667856216430664,0.27202799916267395
0.575838029384613,0.6014478206634521
0.4030786156654358,0.43606606125831604
0.5603849291801453,0.5149604082107544
0.18118473887443542,0.1752767562866211
0.3567392826080322,0.3965471088886261
0.31461256742477417,0.3035467863082886
0.20083054900169373,0.18609218299388885
0.3946533203125,0.4146560728549957
0.2851039171218872,0.31676387786865234
0.13342782855033875,0.14551100134849548
0.1797672063112259,0.18783782422542572
0.20083054900169373,0.19470711052417755
0.1797672063112259,0.18968138098716736
0.7471799254417419,0.7626352310180664
0.18397988379001617,0.2027021050453186
0.06179247796535492,0.08025315403938293
0.26965078711509705,0.2497386932373047
0.3441012501716614,0.36614304780960083
0.3356759250164032,0.3322192430496216
0.2668556869029999,0.2772429287433624
0.4058937430381775,0.43022990226745605
0.4410126507282257,0.4380548596382141
0.3693772852420807,0.3666333854198456
0.2598279118537903,0.26870596408843994
0.11797472089529037,0.11764396727085114
0.556172251701355,0.4794490337371826
0.38764551281929016,0.39927005767822266
0.42134687304496765,0.38803577423095703
0.22892168164253235,0.31141677498817444
0.011240441352128983,0.056468188762664795
0.16854672133922577,0.1920316070318222
0.2949467897415161,0.3211269676685333
0.8258430361747742,0.8762422204017639
0.3609519302845001,0.38216423988342285
0.2738834321498871,0.28058648109436035
0.2963443398475647,0.3007017970085144
0.12500248849391937,0.15101419389247894
0.504202663898468,0.5016216039657593
0.23313434422016144,0.20831556618213654
0.39185816049575806,0.37987807393074036
0.6025316119194031,0.6349610090255737
0.8160001635551453,0.8395602107048035
0.18397988379001617,0.18548376858234406
0.4115239381790161,0.445141464471817
0.1783696413040161,0.19491977989673615
0.21067343652248383,0.22616688907146454
0.5084153413772583,0.5097628235816956
0.46910375356674194,0.49054861068725586
0.16573162376880646,0.17296038568019867
0.22892168164253235,0.27003389596939087
0.22191385924816132,0.27808892726898193
0.12921516597270966,0.14847828447818756
0.20646075904369354,0.20925302803516388
0.15449118614196777,0.16300365328788757
0.26543813943862915,0.26498937606811523
0.31601014733314514,0.324347585439682
0.2935292422771454,0.2623210549354553
0.5786531567573547,0.6061186790466309
0.5210733413696289,0.5596604347229004
